"Term1","hana2","jigokuhen_shinji2","kaeru2","kaigara2","karenosho2","kiseru2","onna2","rashomon2","sarano_hana2","torokko2","anitachi2","asa2","asamasiki_mono2","hashire_merosu2","kirigirisu2","ningen_shikkaku2","onnano_ketto2","sekibetsu2","soseiki2","uso2"
"出征の",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"出征中に、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"出征兵士の",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"出掛け、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"出掛けてみても",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"出掛けました。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"出掛けられますでしょうね。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"出掛けるのだが、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"出来、また",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"出来すぎた",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"出来そうとは",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"出来ただけでした。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"出来たのかと",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"出来たのかも",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"出来たのだが、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"出来たのだと",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"出来たのだよ。",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"出来たのであります。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"出来たのでありますが、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"出来たのである。",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"出来たのであるが、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"出来たのでございませう、",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"出来たのでしょう。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"出来たのです。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"出来たのは、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"出来たのも、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"出来たのを",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"出来たら",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"出来たらいいのだ、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"出来たらと",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"出来て",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"出来ていたのである。",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"出来ていない、",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"出来ていなかったのです。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"出来でございましたから、",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"出来ないたちですので、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"出来ないたちなんです。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"出来ないとは、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"出来ないので、",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"出来ないのであります。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"出来ないのではなかろうかと",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"出来ないのを",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"出来ないようになっていました。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"出来ないんだ」",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"出来なかった",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"出来なかったと",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"出来なかったのに",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"出来なかったわけである。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"出来なかつたらしい。",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"出来なくなった",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"出来なくなって、",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"出来なくなってしまうのである。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"出来なくなってしまうのです。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"出来ぬ、というのです。",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"出来ぬと",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"出来ぬのだ。",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"出来ぬのである。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"出来はじめた。",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"出来ましたので、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"出来ましょう。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"出来まするならば",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"出来やしないんだからね。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"出来やしないんです。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"出来る、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"出来るくらいの",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"出来るけれども、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"出来るぞ。",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"出来るだけの",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"出来るだろうと",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"出来るつもりです。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"出来ると、",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"出来るという",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"出来るとか、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"出来るのでした。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"出来るのですけれど、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"出来るのは、",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"出来るようです。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"出来るような",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"出来るようになっていましたので、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"出来るようになりました。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"出来るわけです。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"出来る事でしょうか。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"出来る出来ぬの",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"出来上つた儘、",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"出来上つた次の",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"出来上つて",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"出来上りました。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"出来上りましたが、",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"出来上りますと",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"出来上るから、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"出来上ると、",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"出来事なので、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"出来映えでございました。",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"出来栄えは",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"出没ていますから",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"出版されたばかりの、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"出版せられ、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"出版せられていた。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"出版せられるに",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"出版元から",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"出現た",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"出現たのです。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"出生の",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"出発、",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"出発しよう、と",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"出発すれば、",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"出発そうだし、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"出発た。",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"出発て、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"出発てのではないか。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"出発を",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"出直し、",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"出稼人根性ヤメヨ。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"出精たい。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"出身だがね、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"出身で、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"出陣",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"出鱈目な",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"分かった。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"分からぬが、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"分かりました。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"分かるだろうと",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"分かれるように、",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"分たない",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"分っても、",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"分らない。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"分らん",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"分りすぎて",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"分る",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"分別",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"分割を",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"分娩、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"分明、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"切って",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"切ってはいませんでしたが、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"切らして",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"切らしながら",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"切らないでくれよ」自分は",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"切られた",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"切られたのだと",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"切られたのです。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"切りながら、",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"切りました。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"切り上げ、",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"切り上げるように",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"切り出し、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"切り抜いてあり",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"切り落して",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"切り開いて、",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"切れ",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"切れなくなつたのでございませう。",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"切れめ、っての",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"切れめ、なんて",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"切れめ」という",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"切れめやな。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"切れるばかり",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"切れ切れな",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"切れ目、って、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"切れ目が、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"切実の",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"切尖に",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"切崩した",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"切断させて",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"切要ならざる",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"切迫て",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"刎",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"刎ね",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"刑を",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"刑事の",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"刑務所で",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"刑務所に",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"刑務所へ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"刑吏！",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"刑場で",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"刑場の",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"刑場一ぱいに",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"刑罰の",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"刑罰も",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"列国だけでなく、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"列国に",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"列国には",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"列国も",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"列席ていた",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"列記たが、",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"初でございますから、",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"初は",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"初めから",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"初めて",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"初めて、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"初刷りに、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"初夏、",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"初夏でありましたが、",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"初対面の",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"初旬だった。",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"初時雨の",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"初期からの",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"初歩の",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"初歩教育です。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"初歩教育に",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"初歩教育の",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"初秋で、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"初秋の",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"初等の",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"初老に",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"初老の",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"初陣の",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"初雪が",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"判った。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"判って",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"判っていながら、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"判らなくなり、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"判らなくなるばかりです。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"判る",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"判事や、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"判別が",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"判定は、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"判断が",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"判断で、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"別が",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"別ですけれども）",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"別として、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"別な、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"別にそう。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"別れて、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"別れてからも",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"別れてしまわなければならぬのだという",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"別れなければならなくなって、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"別れまし",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"別れる",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"別れるのが、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"別れを",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"別人かと",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"別段",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"別段、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"別種の",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"別荘で",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"別荘では、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"別荘を",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"利かしやが",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"利かなくなった。",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"利きやす。",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"利器として",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"利害、",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"利巧な",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"利己主義を",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"利権を",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"利用、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"利用されるようになった",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"利用されるようになったら、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"利用て",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"利用て、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"利用できる",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"利用というのも",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"利用のは、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"利用分けて、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"到ったという",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"到ったようである。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"到ってはいたが、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"到ってはいなかったが、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"到ってはいなかったので、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"到っても",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"到っても、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"到らしめた",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"到らしめた。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"到り、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"到る、という",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"到るには",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"到るまでの",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"到着たのは、",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"到着に",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"到着ました。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"到達た",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"到達できるのではなかろうか、とも",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"制作に",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"制作を",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"制帽が",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"制帽であり、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"制度に",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"制服と",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"制服の",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"制服を",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"制服制帽の、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"制服制帽を",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"制止すべきではないと",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"制止も",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"刷らせたの？",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"刷らせました。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"券に",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"刹那の",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"刺されたよりも",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
